"purchase_id","alias","created_at","purchase_date"
"40361","f855036b-6702-4118-b820-347b6d243b0b","2019-09-02 18:36:03.796591+06","2019-09-02 06:00:00+06"
"40362","4f55c452-a9a4-4e63-8bb5-8f4ff2c854af","2019-09-02 18:39:06.251638+06","2019-09-02 06:00:00+06"
"40363","d2ed25f0-cede-4e20-9066-43c5fe6a3622","2019-09-02 18:39:16.653541+06","2019-09-02 06:00:00+06"
"40364","97173c19-32dc-4a2b-bda3-a28fcf30ba32","2019-09-02 18:41:53.60106+06","2019-09-02 06:00:00+06"
"40365","f0d4eca4-4843-4374-9e20-85e90bf3e6c1","2019-09-02 18:42:17.860574+06","2019-09-02 06:00:00+06"
"40366","cd01cb2e-0084-411c-965f-76b8e2e65dda","2019-09-02 18:43:50.237725+06","2019-09-02 06:00:00+06"
"40367","bb8ae832-493b-4db9-a303-af6cd74bc245","2019-09-02 18:44:55.981168+06","2019-09-02 06:00:00+06"
"40368","85927b6b-6a79-4108-8e59-2949620af4c2","2019-09-02 18:45:57.628263+06","2019-09-02 06:00:00+06"
"40369","b83ba9da-e000-4950-b33f-bcfb4452c70f","2019-09-02 18:48:07.649719+06","2019-09-02 06:00:00+06"
"40370","cb3ec4b4-15e0-44e7-b3fc-59d4bb0a8c0c","2019-09-02 18:48:36.694666+06","2019-09-02 06:00:00+06"
"40371","bc0bfc58-be83-40eb-afd3-a485c10a0b9d","2019-09-02 18:50:36.344395+06","2019-09-02 06:00:00+06"
"40372","8d7da5de-f9fb-4cc4-bc90-7f13a89aa953","2019-09-02 18:52:45.400419+06","2019-09-02 06:00:00+06"
"40373","72bd00d1-a1de-467e-a279-57e57f91052c","2019-09-02 18:53:39.234464+06","2019-09-02 06:00:00+06"
"40374","f3e49d6f-a8df-43fc-847d-0e1b9a191752","2019-09-02 18:54:17.479311+06","2019-09-02 06:00:00+06"
"40375","b81bb8b4-39dd-43db-b0fb-0d22fea0a2e1","2019-09-02 18:54:25.630657+06","2019-09-02 06:00:00+06"
"40376","c3bbd862-4a0b-4cd2-a870-4709950b4ec9","2019-09-02 18:54:55.998339+06","2019-09-02 06:00:00+06"
"40377","29027b65-dda3-4848-a152-5fd03a06a98d","2019-09-02 18:57:22.442602+06","2019-09-02 06:00:00+06"
"40378","36dcbe76-31cf-4620-b463-3d24964d9535","2019-09-02 18:57:57.430053+06","2019-09-02 06:00:00+06"
"40379","69a066a4-2d5a-4964-a70d-42563c7fa16c","2019-09-02 18:58:08.191966+06","2019-09-02 06:00:00+06"
"40380","6732d6e5-706a-4142-934f-6e4bee9039fb","2019-09-02 19:04:14.07193+06","2019-09-02 06:00:00+06"
"40381","6409dfa3-f805-4e06-9dcb-9a1e35dbc85b","2019-09-02 19:08:12.147298+06","2019-09-02 06:00:00+06"
"40382","5c24a946-6858-4dd3-ba6d-f42225b34be5","2019-09-02 19:11:50.741641+06","2019-09-02 06:00:00+06"
"40383","f9410f85-430d-4bc0-be63-311f79b04cb5","2019-09-02 19:12:42.091549+06","2019-09-02 06:00:00+06"
"40384","498d03e7-aebc-4dbf-b331-ccd0ab68cbaa","2019-09-02 19:12:59.021222+06","2019-09-02 06:00:00+06"
"40385","a6ca84ad-afb2-4f7b-abcd-e62f5a90098c","2019-09-02 19:13:24.964882+06","2019-09-02 06:00:00+06"
"40386","ebf5d04d-898e-4535-a874-daf5f9b90b52","2019-09-02 19:13:48.096898+06","2019-09-02 06:00:00+06"
"40387","33f03e24-a8c8-4ebf-a976-5618e14353a9","2019-09-02 19:14:27.64812+06","2019-09-02 06:00:00+06"
"40388","d8d76ced-908a-4bc8-9bee-aff126f3faca","2019-09-02 19:16:59.23823+06","2019-09-02 06:00:00+06"
"40389","25d2a2b8-64b2-4780-a927-9a0066c52d9e","2019-09-02 19:21:54.679769+06","2019-09-02 06:00:00+06"
"40390","afdb41bf-d95f-403f-9cce-01bf62351d9d","2019-09-02 19:28:55.398124+06","2019-09-02 06:00:00+06"
"40391","2a7a72d2-f8a7-4144-a812-0f763db11d22","2019-09-02 19:30:11.080648+06","2019-09-02 06:00:00+06"
"40392","662a7639-2aaa-41c3-af0d-8da0be74b8ab","2019-09-02 19:30:20.41656+06","2019-09-02 06:00:00+06"
"40393","9df0b048-02fe-4767-8761-4d20e6e89e22","2019-09-02 19:31:35.759034+06","2019-09-02 06:00:00+06"
"40394","7db54abf-a5ca-4cd7-9d74-8ce16834ebd0","2019-09-02 19:37:33.483345+06","2019-09-02 06:00:00+06"
"40395","bb13e356-fc5b-4a17-b16d-bba74cb1a03c","2019-09-02 19:39:27.861475+06","2019-09-02 06:00:00+06"
"40396","42678da3-0ef2-4a1c-a915-c40972111666","2019-09-02 19:46:07.968754+06","2019-09-02 06:00:00+06"
"40397","c485a98a-564b-428b-b04b-673cd389b386","2019-09-02 19:50:45.219605+06","2019-09-02 06:00:00+06"
"40398","04ad1519-19b5-4aaa-ba86-6076846e098e","2019-09-02 19:53:51.653783+06","2019-09-02 06:00:00+06"
"40399","48b75299-a44e-4824-b42c-75ab7fd12352","2019-09-02 19:56:46.406084+06","2019-09-02 06:00:00+06"
"40400","05cabd0b-68e2-404b-a691-883182c9453f","2019-09-02 20:01:00.571431+06","2019-09-02 06:00:00+06"
"40401","2b8286a7-7f49-4504-a64e-6d3a198dd290","2019-09-02 20:01:53.733438+06","2019-09-02 06:00:00+06"
"40402","95a0e58c-0310-4db6-8afe-5a0666c733c0","2019-09-02 20:03:23.437805+06","2019-09-02 06:00:00+06"
"40403","35550594-e2a3-4151-bc96-39ed8cce19cc","2019-09-02 20:11:48.86641+06","2019-09-02 06:00:00+06"
"40404","6f0fff69-25a0-4b0f-9314-b84b50af008c","2019-09-02 20:15:14.182464+06","2019-09-02 06:00:00+06"
"40405","32a39c80-e5ec-4a0a-97f5-c67b36a3fcc5","2019-09-02 20:16:59.144921+06","2019-09-02 06:00:00+06"
"40406","59cacb81-31cd-4b4b-8880-f27d14aac7f6","2019-09-02 20:20:02.575195+06","2019-09-02 06:00:00+06"
"40407","264fdb43-7b47-4742-b46d-e05ef77e3fd5","2019-09-02 20:21:35.495533+06","2019-09-02 06:00:00+06"
"40408","e8bcef35-0746-4337-8306-7193cf2c0258","2019-09-02 20:22:08.322261+06","2019-09-02 06:00:00+06"
"40409","b304029f-214f-4ab4-84a3-c3524135c366","2019-09-02 20:25:34.163062+06","2019-09-02 06:00:00+06"
"40410","b20c971c-fcc2-46d6-8cd0-f149236ae599","2019-09-02 20:26:24.399355+06","2019-09-02 06:00:00+06"
"40411","a5929b6b-eb27-4594-94b3-e4b3338c975a","2019-09-02 20:28:21.574461+06","2019-09-02 06:00:00+06"
"40412","4f82f086-862d-4db5-a5db-0267f407753b","2019-09-02 20:30:55.800464+06","2019-09-02 06:00:00+06"
"40413","3f125f60-20d2-42b3-875f-e07d51989e1c","2019-09-02 20:33:13.475197+06","2019-09-02 06:00:00+06"
"40414","ebc7c9bf-3c22-4233-9411-b960e4cdecd2","2019-09-02 20:33:18.824634+06","2019-09-02 06:00:00+06"
"40415","3e722f3e-cf9f-4d95-924f-20033ea7761d","2019-09-02 20:35:11.456017+06","2019-09-02 06:00:00+06"
"40416","3574e698-1fa1-408f-84f7-f464ea36eef1","2019-09-02 20:36:38.977655+06","2019-09-02 06:00:00+06"
"40417","88b20ac7-5854-4181-a70d-7e4b9cff977e","2019-09-02 20:38:35.289761+06","2019-09-02 06:00:00+06"
"40418","447f0b08-a3d4-48ea-a275-f4ecda030ed7","2019-09-02 20:38:42.01596+06","2019-09-02 06:00:00+06"
"40419","1a1a1520-8849-475f-8889-e23b4b964f74","2019-09-02 20:40:38.982902+06","2019-09-02 06:00:00+06"
"40420","78a655ae-89bf-4315-86ec-642b53de1bca","2019-09-02 20:45:57.39703+06","2019-09-02 06:00:00+06"
"40421","7797e610-199a-4218-8a89-c75962e17587","2019-09-02 20:50:14.364252+06","2019-09-02 06:00:00+06"
"40422","2b6785e0-c1ca-4535-b262-d26d976c1307","2019-09-02 20:55:48.53218+06","2019-09-02 06:00:00+06"
"40423","f0dd1db6-6585-49e4-8669-d2db893fb63c","2019-09-02 20:59:01.067239+06","2019-09-02 06:00:00+06"
"40424","76e4829a-acf5-4518-a677-7bd4bff827f9","2019-09-02 21:03:18.536502+06","2019-09-02 06:00:00+06"
"40425","8b01a0ea-87e7-4db5-86c0-862a23fa4c63","2019-09-02 21:04:43.934968+06","2019-09-02 06:00:00+06"
"40426","665fc30c-112c-4559-8359-ddcea7de389d","2019-09-02 21:06:55.14769+06","2019-09-02 06:00:00+06"
"40427","e0199fa4-88a8-4f54-aa71-b19e4219d397","2019-09-02 21:08:01.662231+06","2019-09-02 06:00:00+06"
"40428","04dfb755-b1ac-420c-871d-00dbb7ad0b9c","2019-09-02 21:08:46.990021+06","2019-09-02 06:00:00+06"
"40429","48dc7c72-181a-4957-a718-ad2e0c7593ed","2019-09-02 21:12:59.691038+06","2019-09-02 06:00:00+06"
"40430","83089217-4420-4ab4-b071-1f1af97bb39c","2019-09-02 21:14:06.832865+06","2019-09-02 06:00:00+06"
"40431","5469a542-b403-4edb-939a-f49a23be329b","2019-09-02 21:16:46.267592+06","2019-09-02 06:00:00+06"
"40432","5ec4d0a1-dece-4fb6-acd8-0607b0a87a83","2019-09-02 21:17:26.892014+06","2019-09-02 06:00:00+06"
"40433","7a3f4075-6e5f-4b6d-b95c-7cfe0bc62f2a","2019-09-02 21:23:01.466422+06","2019-09-02 06:00:00+06"
"40434","01742e15-65f6-4739-ae8a-0d2b346b381a","2019-09-02 21:52:22.713906+06","2019-09-02 06:00:00+06"
"40435","7365cdce-7818-490e-a264-412b4c1358ea","2019-09-02 22:04:48.335535+06","2019-09-02 06:00:00+06"
"40436","03d19931-9f79-44e8-9113-86080cb05648","2019-09-02 22:05:08.670446+06","2019-09-02 06:00:00+06"
"40437","d1e0e78d-e94b-4f45-b752-ca00480ac652","2019-09-02 22:07:08.639599+06","2019-09-02 06:00:00+06"
"40438","1d4aa90c-f435-4bdb-9af2-7b1fef8cdbd3","2019-09-02 22:09:18.066455+06","2019-09-02 06:00:00+06"
"40439","f7609414-1446-4d05-9fdf-949d772818af","2019-09-02 22:17:50.670969+06","2019-09-02 06:00:00+06"
"40440","c7662429-0beb-4c69-a5fa-5db25ec16e53","2019-09-02 22:50:33.605081+06","2019-09-02 06:00:00+06"
"40441","000de4cd-b2e2-4324-9d8a-c4d73fc81a82","2019-09-02 22:53:02.182721+06","2019-09-02 06:00:00+06"
"40442","8b457f93-d40e-468e-8af9-fb5cef78f23a","2019-09-02 22:53:33.556633+06","2019-09-02 06:00:00+06"
"40443","462df5ec-2fea-451e-95df-3d1a1ebb83e2","2019-09-02 23:12:06.289372+06","2019-09-02 06:00:00+06"
"40444","0ab0d1b8-dba7-49e2-8281-a26d3bde71bf","2019-09-02 23:14:36.247891+06","2019-09-02 06:00:00+06"
"40445","d04d1e1f-a75e-4015-b81a-f5910d5142a0","2019-09-02 23:22:52.942712+06","2019-09-02 06:00:00+06"
"40446","4d68e1e6-d21b-49f8-bc41-8ad94ff38426","2019-09-02 23:44:00.991563+06","2019-09-02 06:00:00+06"
"40447","c436edd4-15d3-445d-8975-b4a300fbfd3c","2019-09-02 23:56:05.767987+06","2019-09-02 06:00:00+06"
"40448","347fa588-58b5-49ed-b5e8-b8ed65f860bd","2019-09-03 00:57:02.014167+06","2019-09-03 06:00:00+06"
"40449","c99e0886-5425-41cc-baf8-8e9af55f8196","2019-09-03 01:04:36.771537+06","2019-09-03 06:00:00+06"
"40450","bb0a798b-6649-42c9-902d-49385c4abd10","2019-09-03 01:17:58.387022+06","2019-09-03 06:00:00+06"
"40451","e547daa0-780d-4cd8-a5ef-b31eb50d440b","2019-09-03 01:20:14.616471+06","2019-09-03 06:00:00+06"
"40452","2021624b-aff2-4b4d-9e80-7edcffab9771","2019-09-03 01:22:36.387491+06","2019-09-03 06:00:00+06"
"40453","d3823547-3bfe-4681-a8d4-248c45c75b72","2019-09-03 01:24:48.215071+06","2019-09-03 06:00:00+06"
"40454","a7510a0e-f557-4fec-99b4-0ecfdbd47a4c","2019-09-03 01:26:59.905554+06","2019-09-03 06:00:00+06"
"40455","90ae441d-4d3c-40f3-9aa4-2f30838fbb2c","2019-09-03 01:54:39.511853+06","2019-09-03 01:51:33+06"
"40456","3297a66d-e180-4778-ac4b-28ec36f7fc60","2019-09-03 01:55:39.192151+06","2019-09-03 01:54:58+06"
"40457","b41117cc-9168-497e-ac2d-748505b1c2a6","2019-09-03 01:58:52.123729+06","2019-09-03 01:55:59+06"
"40458","24436328-f47b-48df-a7c2-8140368aa36e","2019-09-03 08:33:30.574583+06","2019-09-03 08:28:32+06"
"40459","220d727b-776f-46cf-a75d-6083d0432b65","2019-09-03 08:42:34.742852+06","2019-09-03 08:41:20+06"
"40460","146fea22-df1d-474c-8cc9-b965ab48bcd8","2019-09-03 10:04:32.360735+06","2019-09-03 10:02:20+06"
"40461","b9278928-06ad-4a4c-837a-8b8f4e84e21f","2019-09-03 10:25:12.667835+06","2019-09-03 10:04:41+06"
"40462","a8ae5b29-1e52-4c9f-94b8-a601e660556f","2019-09-03 10:26:12.236448+06","2019-08-27 10:19:01+06"
"40463","3f224a3a-215f-416b-a9d1-83dacbb4ae0e","2019-09-03 10:41:25.795417+06","2019-08-27 10:26:31+06"
"40464","665d5aab-bdca-4878-8122-3ba080ac1241","2019-09-03 10:46:56.384092+06","2019-09-03 10:46:04+06"
"40465","6c4156cd-5e06-48ce-b4b0-b71ca12773c5","2019-09-03 11:02:23.369539+06","2019-08-27 10:44:46+06"
"40466","1603c553-e52e-402a-8b2b-d5a46609c39f","2019-09-03 11:03:32.290555+06","2019-09-03 11:02:11+06"
"40467","5c485d24-8255-4246-8c08-8a951d12cb5d","2019-09-03 11:04:11.469893+06","2019-09-03 11:03:46+06"
"40468","547ec150-c1cd-43e3-9006-03e2d290a9f7","2019-09-03 11:08:17.659641+06","2019-09-03 10:41:38+06"
"40469","4f17889a-7a2d-4587-9507-923e8288d12f","2019-09-03 11:08:26.253433+06","2019-08-27 11:03:27+06"
"40470","b2312cb0-68c8-4b36-803c-e1fca5d7f5f9","2019-09-03 11:26:52.929027+06","2019-09-03 11:11:07+06"
"40471","2eb71717-6e4b-4ed8-a67d-e42d791d0c91","2019-09-03 11:33:34.021449+06","2019-08-27 11:08:32+06"
"40472","f0c13e97-2f4d-4d53-bf22-c251097383c6","2019-09-03 11:38:51.91602+06","2019-09-03 11:35:01+06"
"40473","ca3a9a82-6311-43ba-815c-1dc6570185b6","2019-09-03 11:44:56.388605+06","2019-09-03 11:26:45+06"
"40474","8ebcd81f-33a4-4f59-bcfb-edc11cb5292f","2019-09-03 11:45:25.145102+06","2019-08-28 11:39:29+06"
"40476","a73f0cf1-1fb8-40f1-899d-32e5b414160b","2019-09-03 11:51:37.086199+06","2019-09-03 11:48:57+06"
"40477","b4773367-cc58-4314-91c5-bc1e58bba92d","2019-09-03 11:57:43.188409+06","2019-08-28 11:45:48+06"
"40478","62593037-9fd2-43ba-817d-4ddbbb6fa010","2019-09-03 11:58:10.871588+06","2019-09-03 11:45:52+06"
"40479","dfcd789c-fd17-41db-9dfc-e7fa009fc78a","2019-09-03 12:00:54.406349+06","2019-09-03 11:54:32+06"
"40480","ad59970f-c1be-426b-b9ca-44314b03eb80","2019-09-03 12:09:24.359211+06","2019-08-28 12:04:22+06"
"40481","ad3a052a-0984-44b4-97ac-08efafd0b7b0","2019-09-03 12:12:47.755196+06","2019-09-03 12:09:00+06"
"40482","fc723692-4a57-4fa5-b9d3-1a06df9c8be6","2019-09-03 12:19:25.453701+06","2019-09-03 12:18:30+06"
"40483","5bbe4116-258c-47fd-a783-e9813300809f","2019-09-03 12:19:36.891858+06","2019-09-03 12:18:06+06"
"40484","bb1cde54-815d-481e-88ac-35b5de7ea3e0","2019-09-03 12:30:08.050932+06","2019-09-03 12:18:01+06"
"40485","6166d5d9-3963-4af5-ac41-356bf99e6948","2019-09-03 12:36:50.949978+06","2019-09-03 12:24:32+06"
"40486","cb2d79f7-b8d9-46c3-8879-f5b7d79366f1","2019-09-03 12:39:05.311218+06","2019-09-03 12:36:04+06"
"40487","255b6f2a-51ed-4b73-9e16-76ffd1fd5726","2019-09-03 12:43:25.025357+06","2019-09-03 12:40:20+06"
"40488","ed7c1b3a-c9fb-42aa-96ad-df40d1250578","2019-09-03 12:43:57.3114+06","2019-09-04 12:00:00+06"
"40489","733614ed-601b-4526-bd39-82babac5c849","2019-09-03 12:45:59.302465+06","2019-09-03 12:39:10+06"
"40490","ee9d4933-9e62-4761-ae4b-48d7bc3f9909","2019-09-03 12:47:47.014795+06","2019-08-28 12:09:34+06"
"40491","0d7e8041-1046-466c-a5ea-d28cf194e119","2019-09-03 12:48:26.845116+06","2019-09-03 12:40:39+06"
"40492","df259601-9e8f-4e20-9024-0d8964fc5feb","2019-09-03 12:53:33.650011+06","2019-09-03 12:49:24+06"
"40493","3c1d9bb1-e356-417b-bf8c-09636e5386a6","2019-09-03 12:53:53.73142+06","2019-08-28 12:48:19+06"
"40494","e623f6cd-cc1c-4255-83d7-809aacf11cde","2019-09-03 12:57:05.685298+06","2019-08-28 12:54:05+06"
"40495","07f14abd-fdec-47a1-9072-fb35f1e2816a","2019-09-03 12:58:03.289928+06","2019-09-03 12:46:05+06"
"40496","ee89789d-c6a4-4b39-8f53-12fef229ebd7","2019-09-03 13:03:15.606679+06","2019-09-03 01:00:21+06"
"40497","7eeecbe8-3284-4e54-a3c8-9a841cc77267","2019-09-03 13:05:52.073786+06","2019-09-03 01:02:53+06"
"40498","58ef2a65-0960-4c4e-b7e6-0c5a93603f5c","2019-09-03 13:09:07.131232+06","2019-09-03 12:43:00+06"
"40499","bce3c77e-16ab-4b42-bd4f-2568c34db117","2019-09-03 13:11:13.301615+06","2019-08-28 12:57:52+06"
"40500","03d4fdb3-dbe2-455b-8df3-a090d5158a20","2019-09-03 13:11:14.752827+06","2019-09-02 12:13:07+06"
"40501","144c0b5c-a1d3-4274-972f-4c5f2c70a09c","2019-09-03 13:15:52.133801+06","2019-09-03 01:04:48+06"
"40502","f0c96441-7a4c-4e05-8ab3-cb219b8850a3","2019-09-03 13:17:18.224464+06","2019-09-02 01:10:55+06"
"40503","4614d651-16c9-4d37-b4a0-ee77a23471a8","2019-09-03 13:21:22.684821+06","2019-09-03 01:12:55+06"
"40504","588e3316-50bd-44bf-a9de-81659ebf8448","2019-09-03 13:23:30.156081+06","2019-09-03 01:21:51+06"
"40505","b008e463-e834-4ab6-8017-16aafbf59357","2019-09-03 13:23:31.504628+06","2019-08-28 01:11:33+06"
"40506","bf6fb39c-bd6f-4bec-901d-f569f6f4b867","2019-09-03 13:27:18.49305+06","2019-09-03 01:25:12+06"
"40507","5606427a-5e47-4682-85d7-1a461f8afd9d","2019-09-03 13:29:31.461657+06","2019-09-03 01:25:55+06"
"40508","1bc700bf-5586-4914-a6a2-d5be44fc8eb3","2019-09-03 13:31:29.757553+06","2019-09-03 12:44:16+06"
"40509","779f8d81-f21a-4253-a3a9-beb5b491a637","2019-09-03 13:31:56.785144+06","2019-09-03 01:27:36+06"
"40510","71220230-b71a-4018-b030-d9ff378e5883","2019-09-03 13:32:10.906195+06","2019-09-03 01:28:21+06"
"40511","d2f7a9b4-45be-4dda-ae34-57f978f1f3ff","2019-09-03 13:34:42.000437+06","2019-09-03 01:32:01+06"
"40512","53e18e1a-c94b-4a20-9ff9-3982f794f489","2019-09-03 13:36:06.011019+06","2019-09-03 01:25:32+06"
"40513","b06b0dce-6197-4fd4-9f97-509cffd51d6b","2019-09-03 13:36:18.260626+06","2019-09-03 01:33:51+06"
"40514","08f427fd-20f2-407d-b7fe-1e43eb42f7f8","2019-09-03 13:37:08.428752+06","2019-09-03 01:29:35+06"
"40515","9c858b34-9b8b-4bfa-baaf-6eff1c5f8a05","2019-09-03 13:37:49.102125+06","2019-09-03 01:36:33+06"
"40516","db8df364-e1d3-4d40-8cab-946d244f6cb3","2019-09-03 13:38:11.342863+06","2019-09-03 01:36:31+06"
"40517","f1983f2b-a588-4da1-99e4-a762754326e0","2019-09-03 13:42:18.861264+06","2019-09-03 01:37:51+06"
"40518","3ce67214-dd5e-4602-8490-621e8a5839cc","2019-09-03 13:48:28.57584+06","2019-09-03 01:38:03+06"
"40519","f8af5321-cd71-4a38-be34-d28cf4f9e2b3","2019-09-03 13:49:07.890069+06","2019-09-03 01:44:05+06"
"40520","863848cb-575d-47d8-a3eb-6eaa0a7ef07a","2019-09-03 13:56:58.018359+06","2019-09-03 01:44:24+06"
"40521","f3c6c964-b951-486e-a64d-3a6816464efd","2019-09-03 13:59:25.746722+06","2019-09-03 01:51:06+06"
"40522","ac79f555-a29d-4f8f-871b-995f88937d5c","2019-09-03 13:59:43.755657+06","2019-09-03 01:57:30+06"
"40523","0825543d-9f6d-4257-ba34-c2f9647c0446","2019-09-03 14:00:15.625353+06","2019-09-03 01:59:28+06"
"40524","f7f1011a-7d38-4305-9a64-569a3d314e93","2019-09-03 14:02:42.079938+06","2019-09-03 02:00:31+06"
"40525","15c9e039-3e3a-47cd-aee8-75bcfc2c5308","2019-09-03 14:02:51.909436+06","2019-09-03 02:01:30+06"
"40526","26bd2c1c-4c78-435c-b344-c1befbf3adb4","2019-09-03 14:05:02.3523+06","2019-09-03 02:03:47+06"
"40527","2688766c-331c-43e5-9f1f-badadb02a9e1","2019-09-03 14:05:32.387889+06","2019-09-03 01:59:38+06"
"40528","206424be-ee7b-4961-8ed7-4c35cbb2de24","2019-09-03 14:07:26.126046+06","2019-09-03 02:05:22+06"
"40529","619d8560-a0c9-4798-b87b-94a87372580b","2019-09-03 14:09:35.676638+06","2019-09-03 02:03:20+06"
"40530","cc2126e7-6641-4653-bd2f-f2a9f22c47da","2019-09-03 14:11:10.334032+06","2019-09-03 02:10:20+06"
"40531","28d0b432-60b5-4a24-ae66-4e72baa42fed","2019-09-03 14:11:53.150764+06","2019-09-03 02:11:16+06"
"40532","d0860bf7-0a3f-4d36-9ae0-0cc83c8265f3","2019-09-03 14:13:02.414169+06","2019-09-03 02:12:12+06"
"40533","bcc21182-86c3-4970-b964-c482e2e860dd","2019-09-03 14:13:07.108992+06","2019-09-03 02:09:31+06"
"40534","464029b0-bd6c-4b3b-852b-8d96cbeb3364","2019-09-03 14:15:09.166138+06","2019-09-03 02:13:14+06"
"40535","7b572571-0b99-4fdb-aa3f-8aed3d526287","2019-09-03 14:15:26.951757+06","2019-08-28 02:10:26+06"
"40536","1564629d-b018-42cf-ad29-f6cb23f0ecbc","2019-09-03 14:17:37.298313+06","2019-09-03 02:13:24+06"
"40537","01739ff3-90bd-4579-956b-1a89a875f8d4","2019-09-03 14:20:32.375686+06","2019-09-03 02:18:22+06"
"40538","902ffcf5-8c71-4f95-a4f1-d5c1d97bc9a2","2019-09-03 14:20:44.675954+06","2019-09-03 11:32:29+06"
"40539","9d1a6266-35c0-4666-9d8a-92a820b711de","2019-09-03 14:22:39.123347+06","2019-09-03 02:20:10+06"
"40540","06775d2e-0c30-4f56-a467-3e08c3dbe24b","2019-09-03 14:24:47.008572+06","2019-09-03 02:21:55+06"
"40541","6398e731-da3a-4cfb-9fdf-c92d67ae5c41","2019-09-03 14:25:54.179529+06","2019-08-28 02:16:48+06"
"40542","14b196f2-0fc1-4729-bc42-e52ea3496b6d","2019-09-03 14:32:43.333146+06","2019-09-03 02:07:38+06"
"40543","4ddbac49-3b4c-45d1-bfa2-5e329fc18361","2019-09-03 14:32:58.797581+06","2019-08-28 02:26:07+06"
"40544","aea77128-0457-4dcb-bd9a-6e7e0e202a42","2019-09-03 14:40:26.453131+06","2019-08-28 02:34:02+06"
"40545","c36060c5-6b3e-42e1-8513-93e4a1b5f1c9","2019-09-03 14:45:43.808138+06","2019-08-28 02:40:49+06"
"40546","70a65d5f-dddb-4863-ba2f-10cf6352e225","2019-09-03 14:52:10.653137+06","2019-08-28 02:45:57+06"
"40547","159b7ee7-9361-4b28-8adf-7d62534590a0","2019-09-03 14:52:16.556117+06","2019-09-03 02:41:26+06"
"40548","1fa6c429-2b00-4af7-8f59-09b1f50e3967","2019-09-03 14:56:02.602122+06","2019-09-04 02:44:50+06"
"40549","3ec7ce61-ea9f-44c7-8e46-80862e7d9a2b","2019-09-03 14:57:29.875241+06","2019-09-03 02:53:38+06"
"40550","31ca6db7-09f6-4c5a-8dc1-ded657ef220d","2019-09-03 14:57:38.359174+06","2019-09-03 02:25:12+06"
"40551","55f1ea98-ee7b-4f15-b09c-7423e25c5bcf","2019-09-03 15:01:40.348627+06","2019-08-28 02:52:46+06"
"40552","11e2846d-45ca-4698-a05d-04f926ea3759","2019-09-03 15:04:18.802889+06","2019-09-03 02:57:52+06"
"40553","c2db7c81-f963-43ee-b1ba-cb122b36f99a","2019-09-03 15:04:33.222605+06","2019-09-03 03:00:12+06"
"40554","9cefbadd-d222-4f8a-b87f-0b8d985f9c6d","2019-09-03 15:06:44.885087+06","2019-08-28 03:02:14+06"
"40555","ee629f94-4fd9-4cd7-8d5c-2b45a414c60c","2019-09-03 15:08:38.729353+06","2019-09-03 02:29:42+06"
"40556","84c3fe4e-4951-4de8-83e8-33d0881b89a0","2019-09-03 15:09:52.877715+06","2019-09-03 03:04:42+06"
"40557","644cc794-6571-4615-b1d1-abd3d44ee563","2019-09-03 15:13:03.8475+06","2019-09-03 03:08:14+06"
"40558","8887f5cd-c0fc-4490-9459-2736cd709c2a","2019-09-03 15:17:34.092522+06","2019-08-28 03:07:15+06"
"40559","af0592e3-90fc-42c5-b876-cb422018278f","2019-09-03 15:19:26.468778+06","2019-09-03 03:14:48+06"
"40560","08eb82aa-70bd-4f17-926d-f49f892fb035","2019-09-03 15:20:50.380931+06","2019-09-03 03:15:55+06"
"40561","e640ffb2-9981-4ee9-a130-5c4672be512b","2019-09-03 15:24:54.996911+06","2019-09-03 03:08:13+06"
"40562","236c831c-4363-40cb-b86c-6b353fdfead2","2019-09-03 15:25:12.270862+06","2019-09-03 02:33:21+06"
"40563","b8f2888a-e6fe-4e2b-923b-0e56ee5b6697","2019-09-03 15:27:57.128908+06","2019-09-03 03:10:47+06"
"40564","b9fbc395-0290-4602-8b6d-e3a5fa0d75a8","2019-09-03 15:28:03.726598+06","2019-09-03 03:14:52+06"
"40565","bafc1b13-fe6b-4840-b1f7-147325ab07c4","2019-09-03 15:43:12.848158+06","2019-09-04 12:00:00+06"
"40566","ba0637fa-b67a-47fd-aea2-4da5aaa7ea6c","2019-09-03 15:45:11.596205+06","2019-09-03 03:33:03+06"
"40567","4e8ae4ac-24f0-4894-a2fb-ba465b5154fe","2019-09-03 15:47:48.072592+06","2019-09-03 03:26:20+06"
"40568","3f3b4dd3-ad9a-40ed-9332-170361bfc736","2019-09-03 15:50:47.467388+06","2019-09-04 12:00:00+06"
"40569","6c692f5e-7ad3-487f-8729-b4661bf8d57b","2019-09-03 15:50:52.539071+06","2019-09-03 03:45:19+06"
"40570","44e979b9-db74-45b3-b214-438f9938a211","2019-09-03 15:52:06.855472+06","2019-09-03 03:48:51+06"
"40571","0d6df488-6079-4792-a152-b7dc5a29eff3","2019-09-03 15:54:00.689458+06","2019-09-03 03:51:36+06"
"40572","63a9df4a-bd3c-42d0-8e8b-b7eab4e679c8","2019-09-03 15:54:20.145057+06","2019-09-03 03:50:31+06"
"40573","790117cb-05e7-4eda-9f83-27fd8e175fa4","2019-09-03 15:55:21.294681+06","2019-09-03 03:54:20+06"
"40574","08bb7a91-f083-4dd8-87af-16eb4d76dfe4","2019-09-03 15:55:38.81832+06","2019-08-29 03:38:46+06"
"40575","6fe7c150-7a0d-4993-8883-03205ec3701b","2019-09-03 15:56:47.791169+06","2019-09-03 03:51:21+06"
