sales_id,alias,created_at,sale_date
385306,6ccce672-5159-4052-9b4c-92d4c35d8e23,2019-09-03 07:33:46.398358+06,2019-09-03 07:33:06+06
385307,c92ac0b7-efdf-4525-92fc-a5828f616886,2019-09-03 07:34:04.596332+06,2019-09-03 07:33:51+06
385308,036ac912-54d6-478e-85d7-b3eb0a2b90dd,2019-09-03 07:34:27.444244+06,2019-09-03 07:34:10+06
385309,6e718533-d1ed-423e-ab5a-62ba2f8bec70,2019-09-03 07:34:40.45334+06,2019-09-03 07:31:13+06
385310,20e0b3f1-8b73-4f30-b14f-fda676672dff,2019-09-03 07:38:36.8882+06,2019-09-03 07:38:11+06
385311,e0a11ed4-0599-4bdd-95c0-8354d3bc7d26,2019-09-03 07:38:56.180106+06,2019-09-03 07:38:35+06
385312,ced734de-17fb-46e8-b321-5e8c64771287,2019-09-03 07:47:06.704653+06,2019-09-03 07:46:54+06
385313,13932167-3887-4240-9f26-396fdaf60f8d,2019-09-03 07:47:33.30694+06,2019-09-03 07:38:53+06
385314,2bc6687b-cc80-4643-b9b9-aeb4ab418a52,2019-09-03 07:47:46.393943+06,2019-09-03 07:47:29+06
385315,59a96bf9-41df-4abb-8544-baa39c8700c3,2019-09-03 07:47:58.539184+06,2019-09-03 07:47:43+06
385316,0c65b4cc-3d7a-4838-b316-ccbd4241f3fe,2019-09-03 07:49:29.973961+06,2019-09-03 07:49:08+06
385317,dda8b2a5-a16a-434c-a70a-936bf3f067c3,2019-09-03 07:49:52.492014+06,2019-09-03 07:47:54+06
385318,e23999d4-d609-4c1a-aff1-c67ea7cf1c93,2019-09-03 07:51:40.363319+06,2019-09-03 07:51:27+06
385319,5e4ca1db-1eea-40ab-bd5b-f1402e618dc1,2019-09-03 07:56:41.013317+06,2019-09-03 07:52:58+06
385320,5bb68515-8829-4d15-a8a9-28c084b207e8,2019-09-03 07:58:00.785109+06,2019-09-03 07:56:43+06
385321,5c1f2611-3890-488f-a60c-0c37dea9db7a,2019-09-03 07:58:07.089242+06,2019-09-03 07:55:35+06
385322,c6c81c3e-eaeb-4d9e-8452-a3b4a39d2046,2019-09-03 07:58:14.9244+06,2019-09-03 07:49:27+06
385323,8c087021-6810-41e4-98d9-7dc8bae95a8c,2019-09-03 08:00:05.238712+06,2019-09-03 07:59:51+06
385324,14666c21-2e06-42a0-8f74-7f37e65dc900,2019-09-03 08:00:17.802636+06,2019-09-03 07:58:15+06
385325,a593c91a-f3f6-471c-bc65-b80ef0119667,2019-09-03 08:01:37.752214+06,2019-09-03 07:58:18+06
385326,c0c9b6ef-76ed-4419-a77b-d52c0633f791,2019-09-03 08:03:18.444017+06,2019-09-03 08:02:32+06
385327,80e46f88-981a-40ee-8ba5-98f861515854,2019-09-03 08:04:46.250968+06,2019-09-03 07:59:05+06
385328,147caefe-88b4-4087-8c0c-e90299793140,2019-09-03 08:05:33.425834+06,2019-09-03 08:03:41+06
385329,988ed58c-5ce9-4488-bb81-b320fab84f64,2019-09-03 08:05:52.400355+06,2019-09-03 08:05:55+06
385330,effd43dc-dfd5-401a-8f09-843dd664fbb2,2019-09-03 08:06:12.787854+06,2019-09-03 08:02:08+06
385331,8a485a07-2517-4be4-b767-f827864fe6da,2019-09-03 08:07:51.203666+06,2019-09-03 08:07:30+06
385332,778b29b2-c8c2-48c2-9958-4af62e4e6575,2019-09-03 08:10:30.551491+06,2019-09-03 08:10:30+06
385333,c198955f-2e9a-4184-a031-91962bb058af,2019-09-03 08:13:15.661959+06,2019-09-03 08:01:14+06
385334,a34b160d-4820-4bdf-ab0f-e3d9b25b81c2,2019-09-03 08:13:37.309575+06,2019-09-03 08:08:07+06
385335,0082cf34-ea41-4f18-864a-b8c8fad7cdc3,2019-09-03 08:13:55.613109+06,2019-09-03 08:11:18+06
385336,37aee6af-c627-469a-a787-102a6ba66f8b,2019-09-03 08:14:17.000463+06,2019-09-03 08:13:27+06
385337,1b42a53d-d326-474b-ac09-cabd4ed43a53,2019-09-03 08:16:08.935171+06,2019-09-03 08:14:20+06
385338,21b9fb13-6fb8-4785-98da-560736f0e554,2019-09-03 08:16:14.968849+06,2019-09-03 08:14:22+06
385342,bf07627d-3084-4364-9699-41a7fbc32ec0,2019-09-03 08:18:03.633607+06,2019-09-03 08:15:47+06
385343,76d88e3a-baf1-4c07-9a25-5d2b40529492,2019-09-03 08:18:17.598786+06,2019-09-03 08:18:33+06
385344,50ac9f8c-3d4e-4832-a5eb-7c445c1eacc3,2019-09-03 08:18:31.981596+06,2019-09-03 08:16:18+06
385345,0ff14825-a2ba-49ce-996c-695354534f71,2019-09-03 08:19:31.492255+06,2019-09-03 08:18:54+06
385346,34665ff2-6d0f-45ec-abf8-1c838efffa62,2019-09-03 08:20:36.838036+06,2019-09-03 08:18:34+06
385347,3d52aafa-c72f-4660-8644-ef68acafae33,2019-09-03 08:21:21.040729+06,2019-09-03 08:21:01+06
385348,5b675099-1c76-4d3c-98fd-8e5337a317a4,2019-09-03 08:21:40.702229+06,2019-09-03 08:21:26+06
385349,bc7a8b62-ab93-4a9d-a958-860a7b3d3187,2019-09-03 08:23:15.592364+06,2019-09-03 08:23:00+06
385350,cf2fb869-ca76-4cd9-88b1-390dbfa690ff,2019-09-03 08:24:21.043125+06,2019-09-03 08:21:22+06
385351,21ea38ce-6f00-4cac-9dcf-bb6b967b49da,2019-09-03 08:24:32.21092+06,2019-09-03 07:55:35+06
385352,49b1cde7-3673-4be9-827d-27f3bf5b0cd4,2019-09-03 08:25:09.448105+06,2019-09-03 08:24:23+06
385353,5f46fc93-e15e-4ae2-9a56-0bb243456b3e,2019-09-03 08:25:20.440417+06,2019-09-03 07:55:35+06
385354,cb0915d5-504a-4bb3-abb2-1fdcacd9bead,2019-09-03 08:25:22.739137+06,2019-09-03 08:24:58+06
385355,acdf989c-a4a1-4e1e-9243-efd38e123c86,2019-09-03 08:25:50.57282+06,2019-09-03 08:24:10+06
385356,10eb843d-190e-4467-bccc-42300f866c1b,2019-09-03 08:25:53.94807+06,2019-09-03 08:25:10+06
385357,3ad14d5b-81f0-484a-88f1-7d94e1bf8b8b,2019-09-03 08:26:05.738581+06,2019-09-03 08:25:22+06
385358,3c0a5115-c70f-4c17-a8df-e67e59aaa9ab,2019-09-03 08:27:42.531262+06,2019-09-03 08:27:30+06
385359,b3361bc0-bb6d-4aff-bfb7-03ee2bb43ceb,2019-09-03 08:28:42.406189+06,2019-09-03 08:27:14+06
385360,0d6df50e-52c3-43da-90ae-fe34e7977bd8,2019-09-03 08:29:51.366504+06,2019-09-03 08:26:05+06
385361,22d51b1d-f705-4c1e-bb88-f5ae6478316d,2019-09-03 08:31:09.746725+06,2019-09-03 08:28:52+06
385362,9c80c68a-f166-4728-80c3-1e5810d99715,2019-09-03 08:32:56.8865+06,2019-09-03 08:31:38+06
385363,2d7476fe-153e-43df-8529-ee9f222846a8,2019-09-03 08:33:18.325919+06,2019-09-03 08:32:54+06
385364,98d33f19-d669-465f-a531-337cff29b967,2019-09-03 08:33:41.779842+06,2019-09-03 08:30:31+06
385365,729183dd-1c35-4651-8d86-3720970dade5,2019-09-03 08:34:39.227863+06,2019-09-03 08:32:06+06
385366,b42e8f99-64d5-4af3-a458-582b255b7e4f,2019-09-03 08:35:04.288755+06,2019-09-03 08:35:00+06
385367,15ae07b1-af65-4872-801e-44a4dc0432c3,2019-09-03 08:35:15.732204+06,2019-09-03 08:34:59+06
385368,7e8f7247-482b-4ee7-a267-d2fe56bcb822,2019-09-03 08:36:06.204753+06,2019-09-03 08:33:58+06
385369,9b24b580-0f72-40c5-b997-a5662f226ae9,2019-09-03 08:36:24.144085+06,2019-09-03 08:31:19+06
385370,9ffe55a2-2627-4d7b-9493-cb68f40ab5b2,2019-09-03 08:38:42.072394+06,2019-09-03 08:33:03+06
385371,c33dd590-6c88-478c-ba37-9eafb47b9d90,2019-09-03 08:39:20.947199+06,2019-09-03 08:27:08+06
385372,3786ff92-d8e4-4ef6-ae0e-aab345e8b888,2019-09-03 08:39:29.248629+06,2019-09-03 08:36:31+06
385373,27e1ee1a-df99-44f6-a870-b6937f253d8f,2019-09-03 08:40:46.902645+06,2019-09-03 08:38:10+06
385374,4fa385ec-a481-4366-852b-d9b5a7dc7b15,2019-09-03 08:40:55.766081+06,2019-09-03 08:34:01+06
385375,11b4a182-2cb9-4ba2-89a3-a7abb6212b0e,2019-09-03 08:42:12.369192+06,2019-09-03 08:41:42+06
385376,25dd20a5-1983-47b2-9053-bf6f38beb67d,2019-09-03 08:42:39.377361+06,2019-09-03 08:40:27+06
385377,1d01b7e5-1c7c-48bc-81f7-3ce1b06857f2,2019-09-03 08:42:42.110414+06,2019-09-03 08:36:20+06
385378,99c5d21a-6f38-49e8-a1b5-6a30aff89cb8,2019-09-03 08:43:32.116482+06,2019-09-03 08:42:50+06
385379,c765c367-1110-4b26-8f08-9bd10aa68f10,2019-09-03 08:44:10.037884+06,2019-09-03 08:42:05+06
385380,c22c4cb9-2fd3-44d6-89eb-0fe2abfa7085,2019-09-03 08:44:13.057527+06,2019-09-03 08:43:38+06
385381,351a6050-63ac-4bcf-b5ed-1851322850fb,2019-09-03 08:44:33.279111+06,2019-09-03 08:43:21+06
385382,47da7975-2544-42ed-af63-bdaf68e704e8,2019-09-03 08:45:52.036579+06,2019-09-03 08:42:26+06
385383,5b7d25b2-4221-4612-a9be-d04931441d44,2019-09-03 08:45:55.444766+06,2019-09-03 08:42:07+06
385384,65ce4269-6f63-4146-a5c6-dc5192407554,2019-09-03 08:46:17.644809+06,2019-09-03 08:44:41+06
385385,1cc85435-659b-4810-8d1f-8ed768d1824b,2019-09-03 08:46:32.170906+06,2019-09-03 08:46:08+06
385386,53db6270-a009-420e-be4f-d56e09328e2a,2019-09-03 08:47:39.439848+06,2019-09-03 08:31:43+06
385387,4c358ebc-094e-487d-816f-b2d7ccc48d61,2019-09-03 08:47:41.541048+06,2019-09-03 08:46:08+06
385388,090abac4-c6aa-48f9-8863-01f0c9d16030,2019-09-03 08:48:12.583325+06,2019-09-03 08:46:39+06
385389,5623df6c-8122-4d0d-8fbb-5d2fa1f35f9f,2019-09-03 08:48:43.73967+06,2019-09-03 08:48:18+06
385390,6c91edb0-d796-481d-b573-19d8ce5469b3,2019-09-03 08:49:28.652528+06,2019-09-03 08:47:55+06
385391,24797cc8-53df-48f0-931d-c2bab0ba0dbb,2019-09-03 08:49:54.867268+06,2019-09-03 08:49:15+06
385392,0b75021e-eb7d-4e9e-8a30-2c20f34c5a8f,2019-09-03 08:50:13.128395+06,2019-09-03 08:49:38+06
385393,d7201358-2cd2-4c05-860d-be98ab36c556,2019-09-03 08:50:16.443564+06,2019-09-03 08:43:58+06
385394,44967544-e4e0-4c1d-8ab5-8b6ef722c65c,2019-09-03 08:50:36.683283+06,2019-09-03 08:50:28+06
385395,54e15ad7-e46e-412a-bd72-a6cca3768bdc,2019-09-03 08:51:23.619961+06,2019-09-03 08:38:29+06
385396,dfd3b667-79d0-4900-8762-e1a47d696194,2019-09-03 08:51:32.442237+06,2019-09-03 08:51:08+06
385397,1e3d8a77-77d1-4e68-860f-a5eee2239c13,2019-09-03 08:51:39.410501+06,2019-09-03 08:50:43+06
385398,416852b0-4590-4729-8d87-891093c6b9df,2019-09-03 08:51:40.359532+06,2019-09-03 08:50:33+06
385399,707365e4-4047-417c-b0c6-55999f19053a,2019-09-03 08:52:09.103584+06,2019-09-03 08:51:58+06
385400,c4373f76-b0b2-4d38-9c01-05e345bd7ca7,2019-09-03 08:53:07.651151+06,2019-09-03 08:45:53+06
385401,85cf8c0a-5d29-4da1-858e-aee671847221,2019-09-03 08:53:38.159511+06,2019-09-03 08:52:28+06
385402,f33b4141-77df-4964-80ec-4e26dbed0943,2019-09-03 08:54:23.31703+06,2019-09-03 08:53:40+06
385403,30006f41-5e18-43e5-b6e9-323c2c7ff5b2,2019-09-03 08:54:27.6516+06,2019-09-03 08:53:35+06
385404,1b1e2128-c195-4a51-b63b-850ded7c058c,2019-09-03 08:54:44.606742+06,2019-09-03 08:54:16+06
385405,1d2867e5-862f-43b2-aff7-aa893dacb488,2019-09-03 08:54:55.388713+06,2019-09-03 08:51:53+06
385406,16dd73a6-43bb-40f9-ba57-a4892a1e7f75,2019-09-03 08:55:16.270025+06,2019-09-03 08:54:51+06
385407,23ce9f75-3085-4718-8b5b-ef6f80a67a74,2019-09-03 08:55:50.974704+06,2019-09-03 08:55:22+06
385408,ccb227ae-5f91-4263-b000-ca9bc2da6136,2019-09-03 08:56:22.690737+06,2019-09-03 08:56:05+06
385409,886778aa-b83c-448c-9872-e20dc501eb7b,2019-09-03 08:56:26.356739+06,2019-09-03 08:55:00+06
385410,9cde3274-37ab-4b63-bb17-47e168b1231c,2019-09-03 08:57:44.66685+06,2019-09-03 08:57:23+06
385411,ace26e3b-dafc-4502-a102-89f947de2291,2019-09-03 08:57:50.40126+06,2019-09-03 08:56:41+06
385412,b73e28fd-dd80-4966-a99c-92048a6717dc,2019-09-03 08:57:59.087589+06,2019-09-03 08:55:35+06
385413,009f662b-f586-42f7-be9a-bce1a8e59c2c,2019-09-03 08:58:15.02987+06,2019-09-03 08:56:29+06
385414,6369f20e-2281-4b11-850e-eb5333998fff,2019-09-03 08:58:18.098844+06,2019-09-03 08:57:58+06
385415,235a5bba-da36-40fc-966e-f323bec999b9,2019-09-03 08:58:20.798531+06,2019-09-03 08:46:20+06
385416,6788300d-fbf9-462d-8294-6a898b8f0acb,2019-09-03 08:59:26.417998+06,2019-09-03 08:57:42+06
